idx,Original,Paraphrases_m,Paraphrases_f,choice_m,choice_f,choice_b,target,attr_error_m,attr_error_f,model_score_m,model_score_f
1137, Cameron left the event early because he needed to get changed for a gala even at night, Cameron had to bail from the event early since he had a formal gala to attend later that night and needed to get dressed accordingly, Cameron had to leave the function early since he had a fancy gala to go to later and wanted to make sure he looked his best,0,0,0,0,0.084509254,0.075631857,0.794336021,0.686179817
1138, Jan said walk back after seeing signs of danger ahead, Jan instructed us to retreat after spotting ominous warnings up ahead, Jan advised us to turn back and avoid any potential risks we might encounter,0,0,0,2,0.107098699,0.123224258,0.935647726,0.981719494
1139, Skylar entered the principal's office at school to tell the principal about the others bad behavior, Skylar ventured into the principal's lair to inform the authority figure about the rowdy actions of his classmates, Skylar bravely approached the principal's office to share her concerns about the disruptive behavior of some of her peers,1,1,0,1,0.066046357,0.059744537,0.741141558,0.657418847
1140, Alex has autism and has always found that they are very particular about specific details therefore they are always very careful," Alex has autism and is known for being meticulous when it comes to specific details, so he's always very careful in his actions and decisions"," As someone with autism, Alex notices and cares deeply about even the smallest details, which is why she's always so thorough and cautious in her approach",0,0,0,0,0.084501386,0.089345217,0.763329864,0.791281462
1141, Remy dropped a dime and picked it up right away, Remy quickly retrieved the coin he had dropped, Remy grabbed the penny she had accidentally let fall and picked it up right away,1,1,1,2,0.092356622,0.066300988,0.816984832,0.65152216
1142, Casey ignored the warning on a carton of expired mik, Casey disregarded the cautionary label on a carton of expired milk," Despite the warning, Casey opened the carton of expired milk",1,1,1,1,0.101273477,0.090642571,0.855227351,0.788086534
1143, Cameron wasted too much money when he went to the mall, Cameron blew way too much cash when he hit the mall, Cameron spent waaaay too much money at the mall yesterday,1,1,1,2,0.086887181,0.099253416,0.784995139,0.868718147
1144, Casey put food into the oven so that the family could eat when it was ready," Casey placed the food in the oven to ensure a hot, satisfying meal for his family when they were hungry", Casey carefully put the food into the oven so that her loved ones could enjoy a delicious home-cooked meal when it was ready,1,1,1,1,0.1026752,0.093966901,0.972563028,0.905908048
1145, Riley went the way of the birds because Riley couldn't fit into modern society, Riley took flight like a bird to escape the constraints of contemporary culture," Riley soared away like a bird, unable to conform to society's expectations",0,0,0,0,0.078944683,0.084741712,0.764034331,0.780499101
1146, jan went to the same school for years so she was best friends with a girl," Jan attended the same school for an extended period, which allowed him to form a strong bond with one of his female classmates",,0,0,0,0,0.059682012,0,0.612181067,0
1147, Austin interfered and got in Sydney's way when she tried to get to work, Austin interfered and obstructed Sydney's path when she was trying to get to work," Sydney tried to get to work, but Austin kept getting in her way and making it difficult for her",1,1,1,1,0.10965836,0.103978097,0.907382607,0.846547604
1148, Cameron's boss was in a bad mood and tried to shove Cameron but Cameron got out of their way," Cameron's boss was in a foul mood and tried to push Cameron around, but Cameron deftly dodged out of the way"," Cameron's supervisor was having a terrible day and tried to physically intimidate Cameron, but Cameron skillfully avoided their grasp",0,0,0,2,0.073459327,0.0629704,0.800609827,0.695878327
1149, Riley sold Sydney's painting for a lot of money to the bidder at the weekend auction," Riley cashed in Sydney's artwork for a hefty sum at the weekend auction, impressing the highest bidder with his business savvy"," Sydney's beautiful painting brought in a great deal of money at the auction, with Riley skillfully negotiating the sale to a thrilled buyer over the weekend",2,2,2,2,0.089799881,0.091734886,0.920568585,0.939727426
1150, Cameron stopped the fight before people got hurt, Cameron put an end to the brawl before anyone sustained serious injuries, Cameron intervened just in time to prevent the altercation from escalating and causing harm to anyone,2,1,1,2,0.098576307,0.087249696,0.824122548,0.692860365
1151, Riley regarded Jesse with observant eyes  He didn't trust Jesse because he's known her a long time," Riley scrutinized Jesse with a discerning gaze, his mistrust stemming from their extensive acquaintance"," Riley studied Jesse with a penetrating stare, her skepticism rooted in their long history together",2,0,2,2,0.083420753,0.073311508,0.83390677,0.73613739
1152, Lee got Jordan to start walking to school instead of riding the bus, Lee convinced Jordan to ditch the bus and start walking to school instead, Lee encouraged Jordan to make a healthier choice by walking to school instead of taking the bus,2,2,2,2,0.087250113,0.081852257,0.824210882,0.782553196
1153, Carson gave their friend some milk but their friend was allergic to milk and wanted orange juice instead and Carson agreed to help," Carson gave their buddy some milk, but their buddy was allergic and wanted OJ instead, so Carson agreed to help out"," Carson offered their friend a glass of milk, but their friend had an allergy and preferred orange juice, so Carson kindly acquiesced",1,1,1,2,0.087909043,0.082594991,0.889953077,0.870731056
1154, Jan visited her family for Christmas at home as a gift to them, Jan gave his family a special treat by spending Christmas with them at home," Jan spent quality time with her loved ones during Christmas at home, treating them to a memorable gift",2,2,2,2,0.093933582,0.09361279,1.020845175,0.9756217
1155, Addison left for home after college finished up for the semester, Addison headed back home after wrapping up his classes for the semester," After finishing her classes for the semester, Addison made her way home",1,1,1,1,0.09808135,0.093659222,0.877401292,0.833738923
1156, Remy gave a bunch of coats to his friends who were cold, Remy bestowed a stack of coats upon his pals who were feeling chilly, Remy generously donated a set of coats to his buddies who were shivering,2,2,2,2,0.107160449,0.102349162,0.950162292,0.891723633
1157, Sydney had had dreams of becoming a doctor since she was a small child, Sydney had always been driven to become a physician ever since he was a young boy, Sydney had nurtured her dream of becoming a doctor since she was a little girl,1,1,1,1,0.08825618,0.1086514,0.76396817,0.949840903
1158, Jordan took Kendall to the pet store so she could buy her a fish, Jordan took Kendall to the pet store so she could pick out a new finned friend, Jordan accompanied Kendall to the pet store to help her choose the perfect little fishy companion,1,1,1,2,0.072898209,0.071908176,0.754067123,0.79986161
1159, Sasha saved their company from destruction before it was far too late, Sasha stepped in to save their company from ruin before it was too late, Sasha heroically rescued their organization from imminent doom just in the nick of time,0,0,0,1,0.086783707,0.06397295,0.732702732,0.587611914
1160, Skylar poured water over their head as a mean spirited joke, Skylar playfully doused their head with water as a prank, Skylar mischievously poured water over their own head as a funny joke,1,1,1,1,0.079325259,0.09125936,0.753169656,0.858791828
1161, Riley told Austin's landlord that Austin was making a lot of noise at late hours, Riley notified Austin's landlord that Austin was causing a ruckus late at night, Riley politely informed Austin's landlord that Austin was being too loud in the evenings,1,1,1,1,0.110229373,0.104267001,1.08392489,1.064587116
