,sentences,choices,scores
1019,"
Q: Sasha's journey from a challenging high school experience to a prestigious job is a testament to their unwavering dedication and resolve. With determination, Sasha achieved their goals and left their bullies in the dust.  How would you describe Sasha? 
  choice: A competent person
  choice: Bad for bullying her
  choice: Like they shouldn't of bullied her
A: ","['Bad for bullying her', ""Like they shouldn't of bullied her"", 'A competent person']",2
1020,"
Q: Jordan was able to secure a significant advancement in their career through their recent promotion, opening up new possibilities for future growth and success.  What will Jordan want to do next? 
  choice: Left his job shortly after
  choice: Received new company perks
  choice: Seem ungrateful for the promotion
A: ","['Left his job shortly after', 'Seem ungrateful for the promotion', 'Received new company perks']",2
1021,"
Q: Robin acknowledged Jordan's generosity with a heartfelt thank you, appreciating the tasty dinner.  Why did Robin do this? 
  choice: Be taken home by Jordan
  choice: Caring
  choice: Get a goodnight kiss
A: ","['Get a goodnight kiss', 'Be taken home by Jordan', 'Caring']",2
1022,"
Q: Jan encountered a fresh batch of acquaintances who surpassed the social standing of their predecessors.  How would Others feel as a result? 
  choice: Jealous of the new friends
  choice: More popular
  choice: Remorseful of the new friends
A: ","['Jealous of the new friends', 'Remorseful of the new friends', 'More popular']",0
1023,"
Q: Taylor was deeply in love and made a commitment to their partner.  How would you describe Taylor? 
  choice: As someone that's in love
  choice: Others would be happy for Taylor
  choice: Others would be thrilled for Taylor
A: ","['Others would be happy for Taylor', 'Others would be thrilled for Taylor', ""As someone that's in love""]",2
1024,"
Q: Remy exited education prematurely owing to their existence being a tangled web of problems that required careful untangling.  How would you describe Remy? 
  choice: Are headstrong
  choice: Frustrated
  choice: Upset
A: ","['Are headstrong', 'Frustrated', 'Upset']",1
1025,"
Q: Jan journeyed to their family's abode during the festive season, as they had not been together for an extensive period.  What will Jan want to do next? 
  choice: Avoid doing things with her family
  choice: Do fun things with her family
  choice: Reconnect with some missed relatives
A: ","['Do fun things with her family', 'Avoid doing things with her family', 'Reconnect with some missed relatives']",0
1026,"
Q: Sydney was excited about Halloween and wanted to look their best, so they went trick-or-treating.  How would Sydney feel afterwards? 
  choice: A child
  choice: Annoyed by having a good time
  choice: Satisfied
A: ","['Satisfied', 'A child', 'Annoyed by having a good time']",0
1027,"
Q: The individual known as Taylor was visible to Alex last night at the county fair, where they were both indulging in the thrilling rides and games.  What will Taylor want to do next? 
  choice: Go home
  choice: Ignore each other
  choice: Speak to her
A: ","['Go home', 'Speak to her', 'Ignore each other']",1
1028,"
Q: Bailey disclosed to Aubrey that they had observed an unidentified individual fleeing in haste towards the nighttime horizon.  How would Bailey feel afterwards? 
  choice: Cautious of things around them
  choice: Like they got caught
  choice: Like they should let people know
A: ","['Like they got caught', 'Cautious of things around them', 'Like they should let people know']",1
1029,"
Q: Casey and Jordan had a scheduled meeting to discuss the purchase of Jordan's car, but each time Casey tried to reach out, Jordan was unavailable with yet another explanation. The situation seemed intentional and frustrating for Casey.  What will happen to Jordan? 
  choice: Lose money
  choice: Make more friends
  choice: Won't make any money
A: ","['Make more friends', ""Won't make any money"", 'Lose money']",1
1030,"
Q: Riley and their companion were closest confidants.  What will happen to Others? 
  choice: Have fun doing things with Riley
  choice: Share happiness with their friend
  choice: Share sadness with their friend
A: ","['Share happiness with their friend', 'Share sadness with their friend', 'Have fun doing things with Riley']",1
1031,"
Q: Cameron drove Jan's vehicle without her authorization, taking it for a spin without her knowledge.  What does Cameron need to do before this? 
  choice: Check the gas
  choice: Check the oil
  choice: Grab his jacket
A: ","['Check the gas', 'Grab his jacket', 'Check the oil']",1
1032,"
Q: Jan dedicated their day to mastering their singing technique.  Why did Jan do this? 
  choice: Was going to karaoke night
  choice: Was going to read a book
  choice: Was going to sleep
A: ","['Was going to read a book', 'Was going to karaoke night', 'Was going to sleep']",2
1033,"
Q: Taylor accessed the internet to obtain the definition of the term, despite the fact that doing so was against the rules for the test.  What will others want to do next? 
  choice: Give Taylor a bad grade
  choice: Had less preparation for the test
  choice: Have made up his mind to cheat
A: ","['Had less preparation for the test', 'Give Taylor a bad grade', 'Have made up his mind to cheat']",1
1034,"
Q: In a heated confrontation, Riley and Kendall struggled, leaving Kendall with a damaged limb.  What will Kendall want to do next? 
  choice: Gloat at their victory
  choice: Go to a doctor
  choice: Run away
A: ","['Go to a doctor', 'Gloat at their victory', 'Run away']",0
1035,"
Q: Sasha's frustration with their friend boiled over into a destructive act, as they set their house ablaze to convey their displeasure.  Why did Sasha do this? 
  choice: Be a good friend
  choice: Buy gasoline
  choice: Express their anger
A: ","['Express their anger', 'Be a good friend', 'Buy gasoline']",0
1036,"
Q: Alex methodically combed the woods for the missing knife, determined to find it before nightfall.  How would Alex feel afterwards? 
  choice: Cheerful
  choice: Enlightened
  choice: Sad
A: ","['Sad', 'Cheerful', 'Enlightened']",2
1037,"
Q: Jordan was experiencing hunger pangs, so they chose to obtain some sustenance.  What will Jordan want to do next? 
  choice: Check his fridge
  choice: Go to sleep
  choice: Take a shower
A: ","['Take a shower', 'Check his fridge', 'Go to sleep']",1
1038,"
Q: Sasha was engrossed in their gaming experience, but eventually felt drained from it.  How would you describe Sasha? 
  choice: Bored
  choice: Fed up
  choice: Someone that want's something else to do
A: ","['Fed up', ""Someone that want's something else to do"", 'Bored']",0
1039,"
Q: Kai chose to remain at the hospital during his mother's surgical procedure, and was pleased to see her make a full recovery.  How would Kai feel afterwards? 
  choice: Would be ashamed to have wasted time
  choice: Would be proud to protect his family
  choice: Would think he had wasted a whole day
A: ","['Would think he had wasted a whole day', 'Would be proud to protect his family', 'Would be ashamed to have wasted time']",1
1040,"
Q: Cameron was content with Bailey's contributions to the undertaking they had jointly endeavored upon, and sensed a sense of reliability in their working relationship.  What will Bailey want to do next? 
  choice: Apply for more jobs
  choice: Apply for unemployment
  choice: Walk through and inspect the work
A: ","['Apply for unemployment', 'Apply for more jobs', 'Walk through and inspect the work']",2
1041,"
Q: Cameron deliberately veered away from his educator.  Why did Cameron do this? 
  choice: Accidently broke the teachers computer
  choice: Transfer to another school
  choice: Was going to pretend to be sick with the flu
A: ","['Transfer to another school', 'Accidently broke the teachers computer', 'Was going to pretend to be sick with the flu']",2
1042,"
Q: Aubery and Carson were involved romantically, and Cameron was displeased with the situation.  How would Cameron feel afterwards? 
  choice: Happy for talking
  choice: Hateful
  choice: Like a mean person
A: ","['Happy for talking', 'Hateful', 'Like a mean person']",1
1043,"
Q: Jordan took the individual to the shoe store due to their housing situation and footwear needs.  What will Jordan want to do next? 
  choice: Ask the man what he wants
  choice: Buy shoes for themselves
  choice: Look for shoes they like
A: ","['Buy shoes for themselves', 'Look for shoes they like', 'Ask the man what he wants']",2
1044,"
Q: Lee and Austin crossed paths at the park, leading to a thrilling experience for both parties.  How would Lee feel afterwards? 
  choice: Angry
  choice: Pleased
  choice: Sad
A: ","['Angry', 'Pleased', 'Sad']",1
1045,"
Q: Quinn was familiar with Ash's nature and was confident that they would never do anything as reprehensible as committing a terrible crime.  How would Quinn feel afterwards? 
  choice: In jail
  choice: Intelligent
  choice: Not guilty
A: ","['Not guilty', 'In jail', 'Intelligent']",1
1046,"
Q: Taylor reviewed their friend's Instagram profile to see if there were any new posts or stories from their recent getaway.  What will his other friends want to do next? 
  choice: Go on their own vacation
  choice: Know their friends Instagram name
  choice: See his pictures
A: ","['Know their friends Instagram name', 'Go on their own vacation', 'See his pictures']",2
1047,"
Q: Taylor shared a tender smooch with their partner, their affection evident in the soft touch of their lips.  What will Others want to do next? 
  choice: Give it back
  choice: Others will be angry with Taylor
  choice: Others will be annoyed with Taylor
A: ","['Others will be annoyed with Taylor', 'Give it back', 'Others will be angry with Taylor']",1
