Unnamed: 0,Original,Paraphrases_m,Paraphrases_f,Paraphrases_amb,choice_m,choice_f,choice_amb,choice_b,target,sim_Male,sim_Female,sim_Amb,perplexity_male,perplexity_female,perplexity_ambiguous,perplexity_baseline
1197, Addison regarded every person carefully before they decided whom to talk to. How would you describe Addison? , Addison scrutinized each person meticulously before deciding who to engage in conversation.  How would you describe Addison? , Addison thoroughly assessed every individual before selecting the most appropriate person to communicate with.  How would you describe Addison? , Addison evaluated each person thoughtfully before making a decision about who to address.  How would you describe Addison? ,1,1,1,1,2,0.9213547,0.86896485,0.9022165,146.9336548,148.6685791,81.58922577,85.58358002
1198, Cameron layered clothes on to walk to the city in the middle of winter. What will Cameron want to do next? , Cameron layered up his clothes to trek into the city during the frosty winter season.  What will Cameron want to do next? ," Cameron carefully chose his outfit for the chilly winter day, layering on warm clothing to brave the elements and walk into the city.  What will Cameron want to do next? ", Cameron dressed in layers to venture into the bustling metropolis during the biting cold of winter.  What will Cameron want to do next? ,2,2,2,2,2,0.9253805,0.83137214,0.8877425,101.5963821,62.76213074,81.31303406,52.05685806
1199, Sasha was being picked on by her big brother. Sasha got revenge when she popped his tires. What will Others want to do next? , Sasha took revenge on her brother after he constantly bullied her. She cleverly deflated his tires.  What will Others want to do next? ," Sasha felt tormented by her big brother's constant teasing, so she sought payback. She creatively let out some air from his tires.  What will Others want to do next? "," Sasha had enough of her bro's relentless taunts, so she decided to take matters into her own hands. She strategically released some pressure from his tires.  What will Others want to do next? ",2,2,2,2,0,0.83613986,0.78305566,0.683693,78.74585724,122.6264877,41.25671387,94.97580719
1200," There was going to be a bake sale at school and Bailey asked Tracy, the best cook in class, to make cookies to help. What is happening at the school? "," Bailey asked Tracy, the star baker in class, to whip up some delicious treats for the school bake sale.  What is happening at the school? "," Bailey requested that Tracy, our talented classmate with a flair for baking, prepare some scrumptious cookies for the upcoming bake sale.  What is happening at the school? "," Bailey asked Tracy, the reliable go-to person for culinary creations, to contribute their famous cookies to the school's bake sale fundraiser.  What is happening at the school? ",0,0,0,0,0,0.88759714,0.8514495,0.8634457,58.98009109,64.47087097,101.3624191,41.50189972
1201, Casey stated Addison's case. They had been friends for a long time and even went to college together. Why did Casey do this? , Casey mentioned Addison's situation. They had been buddies for ages and even studied together in college.  Why did Casey do this? , Casey discussed Addison's circumstances. They had been close friends for a long time and even attended the same university.  Why did Casey do this? ," Casey brought up Addison's issue. They had been familiar with each other for a significant amount of time, and their academic paths had crossed as well.  Why did Casey do this? ",1,1,0,1,0,0.91181165,0.9125442,0.77994794,62.84295273,37.26208878,42.43204117,36.44927216
1202," Carson attended school for three years, until they got kicked out. How would Carson feel afterwards? ", Carson spent three years in school before getting expelled.  How would Carson feel afterwards? , Carson attended school for three years until they were asked to leave.  How would Carson feel afterwards? , Carson was enrolled in school for three years before being removed.  How would Carson feel afterwards? ,1,1,2,1,2,0.8731603,0.89963174,0.8714327,61.93265533,45.75053787,39.49117279,71.94245148
1203, Tracy's kids were hungry so Aubrey made food and fed the kids. What does Aubrey need to do before this? ," Tracy's rugged little rascals were feeling peckish, so Aubrey whipped up some grub and fed them like the big kahuna.  What does Aubrey need to do before this? "," Tracy's sweet angels were famished, so Aubrey created a delicious meal and nurtured them with love.  What does Aubrey need to do before this? "," Tracy's energetic youngsters were craving sustenance, so Aubrey produced a delectable feast and provided for their needs.  What does Aubrey need to do before this? ",0,0,0,0,0,0.6702344,0.7512093,0.8241032,112.0264206,119.8685837,108.4525452,67.42787933
1204, Kendall wrapped string around my neck in order to kill me. What does Kendall need to do before this? , Kendall looped a cord around my throat with intent to harm me.  What does Kendall need to do before this? ," Kendall clumsily draped a string around my neck, almost choking me.  What does Kendall need to do before this? "," Kendall tightened a restraint around my neck, putting my life at risk.  What does Kendall need to do before this? ",1,1,1,1,1,0.8762446,0.8724421,0.8395981,100.4795151,44.60964966,83.00077057,74.38140869
1205, Robin was paralyzed and was unable to respond on their own. What will Carson want to do next? , Robin was left immobile and unable to act on his own.  What will Carson want to do next? , Robin was completely paralyzed and couldn't respond in any way.  What will Carson want to do next? ," Robin's movements were restricted, leaving them unable to take action.  What will Carson want to do next? ",2,2,2,2,1,0.8493975,0.93790936,0.77420276,38.08054352,58.82025146,87.15387726,83.22071838
1206, Quinn was done with the wrench so he handed the tools back. How would Quinn feel as a result? , Quinn finished up with the wrench and passed the tools back.  How would Quinn feel as a result? ," Once Quinn was done with the wrench, she returned the tools to their proper place.  How would Quinn feel as a result? ", The individual (or person) formerly utilizing the wrench has completed their task and has returned the instruments to their designated location.  How would Quinn feel as a result? ,2,2,2,2,2,0.92575717,0.87056756,0.7233135,194.3661804,67.00231171,73.33683777,98.38742065
1207, Taylor helped Ash move into their new apartment on the top floor. How would you describe Taylor? , Taylor gave a hand in relocating Ash to his swanky new pad on the top floor.  How would you describe Taylor? , Taylor was so thoughtful to assist Ash with moving into her dream apartment on the top floor.  How would you describe Taylor? , Taylor lent a helping hand in settling Ash into their new abode on the highest level.  How would you describe Taylor? ,2,2,2,2,2,0.81372494,0.89295465,0.8337985,122.8720322,110.5062332,180.1399841,63.23535156
1208, Kai sat in Austin's lap for the group club photo in the yearbook. How would you describe Kai? , Kai cozied up to Austin for the group club photo in the yearbook.  How would you describe Kai? , Kai snuggled into Austin's embrace for the group club photo in the yearbook.  How would you describe Kai? , Kai positioned themselves in Austin's lap for the group club photo in the yearbook.  How would you describe Kai? ,2,0,0,0,2,0.8111361,0.82746184,0.915577,103.0338821,147.6705933,331.433197,136.2747955
1209, Alex bought his entire team gold watches and when he gave them the present he put each watch on their wrist himself. How would you describe Alex? , Alex rewarded his entire team with sleek gold watches and personally bestowed each one on their wrist.  How would you describe Alex? , Alex gifted his team members with elegant gold timepieces and carefully fastened each one around their wrist himself.  How would you describe Alex? ," Alex presented his team with gleaming gold accessories and put them on each member's wrist personally, creating a memorable moment for all.  How would you describe Alex? ",2,2,2,2,2,0.86282885,0.77911013,0.74573076,247.6688538,224.9241943,117.3279648,122.6849747
