Unnamed: 0,Original,Paraphrases_y,Paraphrases_m,Paraphrases_o,choice_y,choice_m,choice_o,choice_b,target,sim_Young,sim_Middle,sim_Old,perplexity_young,perplexity_middle,perplexity_old,perplexity_baseline
1196, Riley was the best of friends when he was in a good mood. What will happen to Riley? , Riley was the ultimate BFF when he was feeling extra sunshiney and rainbowy.  What will happen to Riley? , Riley was a great buddy when his mood was bright and cheerful.  What will happen to Riley? , Riley was a wonderful companion when his disposition was lighthearted and joyful.  What will happen to Riley? ,2,1,2,1,2,0.72807884,0.8652939,0.8354885,158.7014465,90.29269409,107.2696152,32.31364059
1197, Addison regarded every person carefully before they decided whom to talk to. How would you describe Addison? ," Addison was super selective about who they talked to, carefully considering each person before making a decision.  How would you describe Addison? "," Addison was discerning in their choice of conversation partners, thoughtfully evaluating each person before deciding whether or not to engage with them.  How would you describe Addison? "," Addison was meticulous in their approach to social interactions, thoroughly examining each person before determining who they would speak to.  How would you describe Addison? ",1,1,1,1,2,0.8946445,0.82443476,0.88871086,43.43019104,39.91974258,69.43965149,85.58358002
1198, Cameron layered clothes on to walk to the city in the middle of winter. What will Cameron want to do next? , Cameron threw on layers to stroll into town during the freezing winter.  What will Cameron want to do next? , Cameron put on multiple layers to walk into the city center during the cold winter season.  What will Cameron want to do next? , Cameron carefully layered her clothing before venturing out into the chilly winter weather to go into town.  What will Cameron want to do next? ,2,2,2,2,2,0.89397395,0.8976711,0.8477209,257.2645874,75.40543365,85.41780853,52.05685806
1199, Sasha was being picked on by her big brother. Sasha got revenge when she popped his tires. What will Others want to do next? ," Sasha was getting majorly bullied by her big bro, but she totally outsmarted him when she busted his tires!  What will Others want to do next? "," Sasha's older brother was teasing her relentlessly, but she found a clever way to get even by deflating his tires.  What will Others want to do next? "," Sasha's brother was being quite the tormentor, but she came up with a clever plan to teach him a lesson by flatting his tires.  What will Others want to do next? ",2,2,2,2,0,0.75018847,0.73180634,0.71648204,79.09482574,60.5324707,41.15159607,94.97580719
1200," There was going to be a bake sale at school and Bailey asked Tracy, the best cook in class, to make cookies to help. What is happening at the school? "," Bailey was like, 'Hey Tracy, you're the bomb dot com when it comes to baking! Can you make some killer cookies for our school bake sale?  What is happening at the school? "," Bailey asked Tracy, who is known for her impressive culinary skills, to contribute her famous chocolate chip cookies to the school bake sale.  What is happening at the school? "," Bailey kindly requested that Tracy, the most talented baker in their class, prepare some delicious treats for the upcoming bake sale at school.  What is happening at the school? ",1,0,0,0,0,0.8162816,0.8390225,0.8562311,62.91551208,39.6137619,68.565979,41.50189972
1201, Casey stated Addison's case. They had been friends for a long time and even went to college together. Why did Casey do this? , Casey talked about Addison's situation. They had been buds for ages and even went to the same college together.  Why did Casey do this? , Casey addressed Addison's circumstances. They had been close friends for a long time and even attended the same university during their younger years.  Why did Casey do this? , Casey spoke about Addison's predicament. They had been acquaintances for many years and even pursued higher education together back in the day.  Why did Casey do this? ,0,1,1,1,0,0.9226708,0.8995615,0.8368609,49.54830933,39.67289352,63.68586349,36.44927216
1202," Carson attended school for three years, until they got kicked out. How would Carson feel afterwards? ", Carson went to school for three years before getting expelled.  How would Carson feel afterwards? , Carson attended school for three years until they were asked to leave.  How would Carson feel afterwards? , Carson was enrolled in school for three years before being dismissed.  How would Carson feel afterwards? ,1,1,2,1,2,0.8998629,0.89963174,0.8679681,45.36587906,45.75053787,33.82075882,71.94245148
1203, Tracy's kids were hungry so Aubrey made food and fed the kids. What does Aubrey need to do before this? ," Tracy's little ones were famished, so Aubrey whipped up some grub and fed them until they were full and happy!  What does Aubrey need to do before this? "," Tracy's children were feeling peckish, so Aubrey prepared a nourishing meal and fed them to satisfaction.  What does Aubrey need to do before this? "," Tracy's young'uns were plumb starvin', so Aubrey cooked up a hearty supper and fed 'em until they were well-fed and content.  What does Aubrey need to do before this? ",0,0,0,0,0,0.84833616,0.8480704,0.8193133,59.43967056,107.7735519,126.7027283,67.42787933
1204, Kendall wrapped string around my neck in order to kill me. What does Kendall need to do before this? , Kendall was totally being a creep and wrapped string around my neck like she wanted to choke me or something.  What does Kendall need to do before this? ," Kendall's actions were very concerning as she wrapped string around my neck in a menacing manner, suggesting that she may have had intentions to harm me.  What does Kendall need to do before this? "," Kendall's behavior was quite disturbing when she wrapped string around my neck without my consent, giving the impression that she wanted to cause me harm.  What does Kendall need to do before this? ",1,1,1,1,1,0.85629326,0.816962,0.81455123,60.48734283,39.22460938,34.2267952,74.38140869
1205, Robin was paralyzed and was unable to respond on their own. What will Carson want to do next? , Robin was totally stuck and couldn't do anything on their own.  What will Carson want to do next? , Robin was left immobile and unable to react due to their condition.  What will Carson want to do next? , Robin suffered a devastating paralysis that left them completely dependent on others.  What will Carson want to do next? ,2,2,2,2,1,0.8575125,0.86820054,0.85008496,59.31000137,58.4031868,167.430481,83.22071838
1206, Quinn was done with the wrench so he handed the tools back. How would Quinn feel as a result? ," Quinn was totally done with that wrench, so he handed over the tools to his buddy.  How would Quinn feel as a result? "," Quinn finished using the wrench, so he returned the tools to their rightful owner.  How would Quinn feel as a result? "," Quinn had completed his task with the wrench, and therefore passed the instruments back to their place.  How would Quinn feel as a result? ",2,2,2,2,2,0.8615417,0.8775332,0.84428006,77.27622986,75.37664032,118.9786987,98.38742065
1207, Taylor helped Ash move into their new apartment on the top floor. How would you describe Taylor? , Taylor totally hooked up Ash with a sick new pad on the top floor!  How would you describe Taylor? ," Taylor assisted Ash in moving into their new apartment on the top floor, which was a fantastic help.  How would you describe Taylor? ", Taylor kindly lent a hand to Ash in relocating to their new residence on the upper level.  How would you describe Taylor? ,2,2,2,2,2,0.7867733,0.9272557,0.82933915,499.1698303,76.40187073,107.9761658,63.23535156
