idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets,B==T,A==T
1339, Aubrey was taking a test and thought hard about the answers. What does Aubrey need to do before this? ,"['Study for the test', 'Do her best', 'Read the test questions']",2, Aubrey was in full study mode and was giving those test questions some serious consideration.  What does Aubrey need to do before this? ,"['Study for the test', 'Do her best', 'Read the test questions']",0,2,TRUE,FALSE
1342, Jessie got there very early in the day so they could see every animal at the zoo. What does Jesse need to do before this? ,"['Dislike animals', 'Wonder', 'Go to bed early']",2," The zoo-goer, Jessie, arrived in the morning to optimize their animal-viewing experience and explore the diverse wildlife on display.  What does Jesse need to do before this? ","['Dislike animals', 'Wonder', 'Go to bed early']",1,2,TRUE,FALSE
1360, Cameron looked at Riley expectantly when Riley said they had a gift for them. How would you describe Cameron? ,"['Impatient to open the gift', 'Excited to see what they got', 'Curious about their gift']",2, Cameron's anticipation was palpable as they waited for Riley to present their gift.  How would you describe Cameron? ,"['Impatient to open the gift', 'Excited to see what they got', 'Curious about their gift']",1,0,FALSE,FALSE
1364, Jordan wanted to move out so they got their own house. Why did Jordan do this? ,"['Save up money to afford it', 'Be independent', 'Look for houses they like']",0, Jordan pursued independence by finding a residence that suited their needs.  Why did Jordan do this? ,"['Save up money to afford it', 'Be independent', 'Look for houses they like']",1,1,FALSE,TRUE
1365," Bailey had a wonderful trip, she couldn't wait to show everyone all the photos. What does Bailey need to do before this? ","['Share her photos with others', 'Take a vacation', 'Get her photos developed']",0, Bailey experienced an incredible journey and is eager to reveal stunning visuals from their travels to everyone.  What does Bailey need to do before this? ,"['Share her photos with others', 'Take a vacation', 'Get her photos developed']",2,1,FALSE,FALSE
1367, Tracy was Sydney's mother. Tracy took Sydney to school. What will Tracy want to do next? ,"[""Was Tracy's child"", 'Go to work', 'Attends school']",1," Tracy, the parent, transported Sydney to school.  What will Tracy want to do next? ","[""Was Tracy's child"", 'Go to work', 'Attends school']",2,1,TRUE,FALSE
1380, Riley proved she was the best of friends by buying her buddies an expensive dinner. How would Others feel as a result? ,"['Others would agree that Riley likes to eat', 'Others would agree that Riley treats others well', 'Loved']",1," Riley invested in a lavish dinner for their crew, solidifying their status as the best of friends.  How would Others feel as a result? ","['Others would agree that Riley likes to eat', 'Others would agree that Riley treats others well', 'Loved']",2,2,FALSE,TRUE
1382, Kai gave Ash bread because Ash hadn't eaten in a long time. What will Ash want to do next? ,"['Eat all of the bread', 'Offer Kai the bread', 'Throw away the bread']",0," Kai shared a loaf of bread with Ash, who had been fasting for an extended period.  What will Ash want to do next? ","['Eat all of the bread', 'Offer Kai the bread', 'Throw away the bread']",1,0,TRUE,FALSE
1399, Riley regarded Jesse with suspicious eyes when Jesse held out the flowers. What will happen to Riley? ,"['Be proposed to by Jesse', 'Fail to impress Riley', 'Be distrusted by Riley']",2," Riley arched an eyebrow at Jesse's offering, unsure of the intent behind the gesture.  What will happen to Riley? ","['Be proposed to by Jesse', 'Fail to impress Riley', 'Be distrusted by Riley']",0,0,FALSE,TRUE
1411, Riley told Lee to stay at work a little later that night. What will happen to Lee? ,"['He will quit', 'He will make money', 'Make sure lee stays at work']",1, Riley requested that Lee remain at the office for a short while longer that evening.  What will happen to Lee? ,"['He will quit', 'He will make money', 'Make sure lee stays at work']",2,1,TRUE,FALSE
1413, Bailey was a shy kid at school. They made no friends. What will happen to Bailey? ,"['Get work done', 'Go to a party', 'Nothing will happen to others']",1, Bailey was a quiet student at school. They didn't form any connections with their peers.  What will happen to Bailey? ,"['Get work done', 'Go to a party', 'Nothing will happen to others']",0,0,FALSE,TRUE
1417, Austin was taking a test and found it difficult at first. How would you describe Austin? ,"['A student', 'Stupid', 'Overwhelmed']",2," Austin faced some initial difficulties with the test, but he overcame them and achieved his goal.  How would you describe Austin? ","['A student', 'Stupid', 'Overwhelmed']",0,2,TRUE,FALSE
1418," When Casey found Aubrey drunk in their car, Casey called Aubrey's parents. What will happen to Casey? ","['Take Aubrey back home', 'Find Aubrey new friends', 'Not have Aubrey as a friend']",0," When Casey came upon Aubrey sleeping off their drinks in their car, Casey discreetly notified Aubrey's guardians of the incident.  What will happen to Casey? ","['Take Aubrey back home', 'Find Aubrey new friends', 'Not have Aubrey as a friend']",2,0,TRUE,FALSE
1421, Riley and Sasha went hiking. Sasha was more experienced and went ahead before realizing it and stopping. Riley hurried to catch up to her height on the trail. What does Riley need to do before this? ,"['Ask Sasha to stay with them', 'Get some hiking boots', 'Ask Sasha for a break']",0," Riley and Sasha set out on a hiking excursion. As they ascended the mountain, Sasha's expertise became apparent as they took turns leading the way. However, Sasha soon realized the trail was more strenuous than anticipated and slowed down, allowing Riley to catch up to their shared height on the winding path.  What does Riley need to do before this? ","['Ask Sasha to stay with them', 'Get some hiking boots', 'Ask Sasha for a break']",2,1,FALSE,FALSE
1424," Kai stayed home from work, so Kai spent several hours online doing nothing. How would you describe Kai? ","['Guilty', 'Productive', 'Lazy']",2, Kai took a break from their daily routine and invested some time in virtual leisure activities.  How would you describe Kai? ,"['Guilty', 'Productive', 'Lazy']",1,2,TRUE,FALSE
1428," Jordan wanted to do something special for their spouse on Valentines day, so Jordan decided to have a picnic in the park. What will Jordan want to do next? ","['Invite their spouse', 'Pack a basket', 'Eat alone']",0," Jordan was looking for a unique way to celebrate their love on Valentine's Day, and a peaceful picnic in the park seemed like the perfect solution.  What will Jordan want to do next? ","['Invite their spouse', 'Pack a basket', 'Eat alone']",1,1,FALSE,TRUE
1432, Jordan made their friends laugh because he had a lot of experiences that were very interesting. What does Jordan need to do before this? ,"['Not do anything interesting', 'Experience strange events', 'Make his friends laugh']",1, Jordan's diverse range of experiences proved to be a source of great entertainment for their friends.  What does Jordan need to do before this? ,"['Not do anything interesting', 'Experience strange events', 'Make his friends laugh']",2,1,TRUE,FALSE
1434, Casey didn't pay attention to the weather warning because she was not currently in the area. Why did Casey do this? ,"['Wanted to warn the family', 'See when they can return to the area', 'Was out of town']",2, Casey disregarded the weather warning despite being outside of the impacted area.  Why did Casey do this? ,"['Wanted to warn the family', 'See when they can return to the area', 'Was out of town']",0,2,TRUE,FALSE
1440, Cameron continued playing with the dog until their mother shouted that dinner was ready. What will Cameron want to do next? ,"['Keep playing with the dog', 'Liked dogs', 'Go eat dinner']",2, Cameron enjoyed interacting with the canine until their parent announced that food was prepared.  What will Cameron want to do next? ,"['Keep playing with the dog', 'Liked dogs', 'Go eat dinner']",0,2,TRUE,FALSE
1463, Kendall got ready and snatched their journal away to keep it private. What will Kendall want to do next? ,"['Lock their journal away', 'Hide information', 'Hide their journal']",2, Kendall got organized and quickly retrieved their journal to protect their personal space.  What will Kendall want to do next? ,"['Lock their journal away', 'Hide information', 'Hide their journal']",0,2,TRUE,FALSE
1467, Alex took care of his car in the right way and painted it so many times. Why did Alex do this? ,"['Chose a paint color', 'Resell the car', 'Angry']",0," Alex maintained their car with precision, reapplying paint as needed for a pristine finish.  Why did Alex do this? ","['Chose a paint color', 'Resell the car', 'Angry']",2,1,FALSE,FALSE
1474, Riley and their friend were best friends. What will happen to Others? ,"['Share happiness with their friend', 'Share sadness with their friend', 'Have fun doing things with Riley']",2, Riley and their pal were the best of pals.  What will happen to Others? ,"['Share happiness with their friend', 'Share sadness with their friend', 'Have fun doing things with Riley']",0,0,FALSE,TRUE
