idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets,perplexity_female,F==T,B==T,perplexity_baseline
1142, Casey ignored the warning on a carton of expired mik. How would Casey feel afterwards? ,"['Energetic', 'Nauseous', 'Not pragmatic']",1," Despite the warning, Casey opened the carton of expired milk.  How would Casey feel afterwards? ","['Energetic', 'Nauseous', 'Not pragmatic']",1,1,186.5343323,TRUE,TRUE,214.6130066
1143, Cameron wasted too much money when he went to the mall. What will Cameron want to do next? ,"['Cameron who has  sent a mail to wasted money', 'Cameron who has wasted money', 'Work more']",1, Cameron spent waaaay too much money at the mall yesterday. (emphasizing the excessive amount of money spent)  What will Cameron want to do next? ,"['Cameron who has  sent a mail to wasted money', 'Cameron who has wasted money', 'Work more']",1,2,55.33469391,FALSE,FALSE,39.44524765
1144, Casey put food into the oven so that the family could eat when it was ready. What does Casey need to do before this? ,"['Check on the food', 'Preheat the oven', 'Converse with family']",1, Casey carefully put the food into the oven so that her loved ones could enjoy a delicious home-cooked meal when it was ready.  What does Casey need to do before this? ,"['Check on the food', 'Preheat the oven', 'Converse with family']",1,1,33.67733383,TRUE,TRUE,35.92915726
1145, Riley went the way of the birds because Riley couldn't fit into modern society. How would Riley  afterwards? ,"['Unique', 'An enigma', 'Had felt sad']",0," Riley soared away like a bird, unable to conform to society's expectations.  How would Riley  afterwards? ","['Unique', 'An enigma', 'Had felt sad']",0,0,66.98423767,TRUE,TRUE,66.83912659
1146, jan went to the same school for years so she was best friends with a girl. What will Others want to do next? ,"['Appreciate jan', 'Make sure they kept up their relationship', 'Hate jan']",0, Jan and her girlfriend had a blast at the same school - they were inseparable!  What will Others want to do next? ,"['Appreciate jan', 'Make sure they kept up their relationship', 'Hate jan']",0,0,70.69539642,TRUE,TRUE,83.35881042
1147, Austin interfered and got in Sydney's way when she tried to get to work. What will Sydney want to do next? ,"['Live with Sydney', 'Tell Austin to leave her alone', 'Laugh about it with Austin']",1," Sydney tried to get to work, but Austin kept getting in her way and making it difficult for her.  What will Sydney want to do next? ","['Live with Sydney', 'Tell Austin to leave her alone', 'Laugh about it with Austin']",1,1,27.47649384,TRUE,TRUE,70.94620514
1148, Cameron's boss was in a bad mood and tried to shove Cameron but Cameron got out of their way. How would Cameron feel afterwards? ,"['They are a patient person', 'They are a pacifist', 'Scared']",0," Cameron's supervisor was having a terrible day and tried to physically intimidate Cameron, but Cameron skillfully avoided their grasp.  How would Cameron feel afterwards? ","['They are a patient person', 'They are a pacifist', 'Scared']",0,2,55.46342087,FALSE,FALSE,39.95286942
1149, Riley sold Sydney's painting for a lot of money to the bidder at the weekend auction. What will Sydney want to do next? ,"['Make Sydney a success', 'Paint the painting', 'Get her money']",2," Sydney's beautiful painting brought in a great deal of money at the auction, with Riley skillfully negotiating the sale to a thrilled buyer over the weekend.  What will Sydney want to do next? ","['Make Sydney a success', 'Paint the painting', 'Get her money']",2,2,58.98200226,TRUE,TRUE,94.99044037
1150, Cameron stopped the fight before people got hurt. What will Cameron want to do next? ,"['The others will cheer Cameron', 'See a movie', 'Send people home']",1, Cameron intervened just in time to prevent the altercation from escalating and causing harm to anyone.  What will Cameron want to do next? ,"['The others will cheer Cameron', 'See a movie', 'Send people home']",1,2,54.74612045,FALSE,FALSE,52.47359848
1151, Riley regarded Jesse with observant eyes. He didn't trust Jesse because he's known her a long time. What will Riley do? ,"['Be self-conscious', 'Believe what Jesse says', ""Not take Jesse's word for anything""]",2," Riley studied Jesse with a penetrating stare, her skepticism rooted in their long history together.  What will Riley do? ","['Be self-conscious', 'Believe what Jesse says', ""Not take Jesse's word for anything""]",0,2,176.5218658,FALSE,TRUE,56.06999588
1152, Lee got Jordan to start walking to school instead of riding the bus. What will Lee want to do next? ,"['Ride the school bus', 'Drive himself to school', 'Get other friends to walk, too']",2, Lee encouraged Jordan to make a healthier choice by walking to school instead of taking the bus.  What will Lee want to do next? ,"['Ride the school bus', 'Drive himself to school', 'Get other friends to walk, too']",2,2,50.58658981,TRUE,TRUE,60.42415619
1153, Carson gave their friend some milk but their friend was allergic to milk and wanted orange juice instead and Carson agreed to help. What will Carson want to do next? ,"['Get the milk out of the fridge', 'Ask his friend if he would like a drink', 'Get a different drink']",1," Carson offered their friend a glass of milk, but their friend had an allergy and preferred orange juice, so Carson kindly acquiesced.  What will Carson want to do next? ","['Get the milk out of the fridge', 'Ask his friend if he would like a drink', 'Get a different drink']",1,2,55.83976364,FALSE,FALSE,53.05312347
1154, Jan visited her family for Christmas at home as a gift to them. What will Others want to do next? ,"['Travel back home', 'Pack to go home', 'Talk to Jan']",2," Jan spent quality time with her loved ones during Christmas at home, treating them to a memorable gift.  What will Others want to do next? ","['Travel back home', 'Pack to go home', 'Talk to Jan']",2,2,71.23664856,TRUE,TRUE,111.8474045
1155, Addison left for home after college finished up for the semester. What does Addison need to do before this? ,"['Book a plane', 'Finish up with school', 'Enjoy being home']",1," After finishing her classes for the semester, Addison made her way home.  What does Addison need to do before this? ","['Book a plane', 'Finish up with school', 'Enjoy being home']",1,1,33.42210007,TRUE,TRUE,110.7998123
1156, Remy gave a bunch of coats to his friends who were cold. How would you describe Remy? ,"[""Like he'd done a good deed"", 'Selfish', 'Giving']",2, Remy generously donated a set of coats to his buddies who were shivering.  How would you describe Remy? ,"[""Like he'd done a good deed"", 'Selfish', 'Giving']",2,2,114.6469116,TRUE,TRUE,80.20374298
1157, Sydney had had dreams of becoming a doctor since she was a small child. Why did Sydney do this? ,"[""Didn't have much ambition in life"", 'Wanted to get into medical school', ""Didn't care about having a good career""]",1, Sydney had nurtured her dream of becoming a doctor since she was a little girl.  Why did Sydney do this? ,"[""Didn't have much ambition in life"", 'Wanted to get into medical school', ""Didn't care about having a good career""]",1,1,14.32150841,TRUE,TRUE,24.87585831
1158, Jordan took Kendall to the pet store so she could buy her a fish. What will Kendall want to do next? ,"['Go to the lake', 'Help her pick a fish', 'Take the fish straight home']",1, Jordan accompanied Kendall to the pet store to help her choose the perfect little fishy companion.  What will Kendall want to do next? ,"['Go to the lake', 'Help her pick a fish', 'Take the fish straight home']",1,2,247.7638245,FALSE,FALSE,65.94539642
1159, Sasha saved their company from destruction before it was far too late. What will Sasha want to do next? ,"['Invest money', 'Needed to go over the company records', 'Throw away money']",0, Sasha heroically rescued their organization from imminent doom just in the nick of time.  What will Sasha want to do next? ,"['Invest money', 'Needed to go over the company records', 'Throw away money']",0,1,80.34724426,FALSE,FALSE,42.73194122
1160, Skylar poured water over their head as a mean spirited joke. How would others feel as a result? ,"['That was kind', 'That was wrong', 'Remorse']",1, Skylar mischievously poured water over their own head as a funny joke.  How would others feel as a result? ,"['That was kind', 'That was wrong', 'Remorse']",1,1,89.2951889,TRUE,TRUE,130.7825623
1161, Riley told Austin's landlord that Austin was making a lot of noise at late hours. What does Riley need to do before this? ,"['Potentially call the police', 'Document incidents', 'Follow up with the landlord']",1, Riley politely informed Austin's landlord that Austin was being too loud in the evenings.  What does Riley need to do before this? ,"['Potentially call the police', 'Document incidents', 'Follow up with the landlord']",1,1,112.0430374,TRUE,TRUE,55.9891777
1162, Remy was trying to stay quiet but accidentally slipped and said a word. How would Others feel as a result? ,"['Feeling sad', 'Sad', 'Victorious']",0," Remy was trying her best to be quiet, but she accidentally spoke out loud.  How would Others feel as a result? ","['Feeling sad', 'Sad', 'Victorious']",0,2,37.651577,FALSE,FALSE,132.9282684
1163, Tracy gave it to their friend when their friend asked to see it. What will happen to Others? ,"['See it', ""Hear their friend's opinion"", 'Talk about it']",0, Tracy generously shared the item with her friend after her friend asked to see it.  What will happen to Others? ,"['See it', ""Hear their friend's opinion"", 'Talk about it']",1,0,59.09584808,FALSE,TRUE,86.32686615
1164, Riley watched Jesse with observant eyes. What will happen to Jesse? ,"['Creeped out', 'Be confronted by Jesse', 'Be sneered at by Jesse']",1," Riley studied Jesse with a discerning eye, noticing everything from the way he moved to the expression on his face.  What will happen to Jesse? ","['Creeped out', 'Be confronted by Jesse', 'Be sneered at by Jesse']",1,0,40.15750504,FALSE,FALSE,129.201416
1165, Kai grabbed Carson's tools and then made use of them. Why did Kai do this? ,"['Use them next', 'Want them back next', ""Didn't have any""]",2," With determination, Kai efficiently borrowed Carson's tools and skillfully applied them.  Why did Kai do this? ","['Use them next', 'Want them back next', ""Didn't have any""]",2,2,431.7037048,TRUE,TRUE,79.90702057
1166, Remy told Casey to meet them at the pond in order to do some fishing. How would you describe Remy? ,"['Eager to go fishing', 'Trying to be friendly', 'Rude to other people']",1, Remy invited Casey to join them at the pond for a fun day of fishing.  How would you describe Remy? ,"['Eager to go fishing', 'Trying to be friendly', 'Rude to other people']",1,1,65.57041168,TRUE,TRUE,76.81552887
