idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets
1229, Addison ate their bread and then immediately asked for seconds and thirds. How would you describe Addison? ,"['Stuffed', 'Glutenous', 'Careful about food']",0," Addison had a hearty portion of bread and then politely inquired about having more, requesting second and third helpings.  How would you describe Addison? ","['Stuffed', 'Glutenous', 'Careful about food']",2,1
1230," After they picked a hiking trail to take together, Sydney met Skylar near the canyon edge. What does Sydney need to do before this? ","['Greet each other', 'Walk along the rim', 'Pack for the hike']",2, Sydney and Skylar planned a lovely hike together after they found a picturesque canyon to explore.  What does Sydney need to do before this? ,"['Greet each other', 'Walk along the rim', 'Pack for the hike']",2,2
1231, Casey was feeling pains in their arms and their chest. How would you describe Casey? ,"['In tune with their body', 'Knowledgeable about medical problems', 'Foolish']",0, Casey was having some troubling sensations in their arms and chest that were causing them a great deal of discomfort and distress.  How would you describe Casey? ,"['In tune with their body', 'Knowledgeable about medical problems', 'Foolish']",0,0
1232, Austin got extra help on the paper due tomorrow. How would Austin feel afterwards? ,"['Lazy', 'Happy', 'Dissapointed']",1," Austin was given some extra assistance with his paper that's due tomorrow, bless his heart! 😊  How would Austin feel afterwards? ","['Lazy', 'Happy', 'Dissapointed']",1,1
1233, Jesse was recovering from her battle with the flu. They were feeling much better than before. How would you describe Jesse? ,"['Healthy', 'A sick person', 'A fit person']",0, Jesse was on the mend after their bout with the flu. They were doing much better now.  How would you describe Jesse? ,"['Healthy', 'A sick person', 'A fit person']",0,1
1234, Alex took up collection of stamps after going to the antique store and bought them. What will Alex want to do next? ,"['Put the book on display', 'Store who has stocked collection of stamps', 'Alex who has take a collection of stamps at antique store']",0," Alex began to collect stamps following a trip to the antique store, where he acquired some beautiful pieces.  What will Alex want to do next? ","['Put the book on display', 'Store who has stocked collection of stamps', 'Alex who has take a collection of stamps at antique store']",0,0
1235," After Jesse thoroughly criticized Riley's new painting, Riley regarded Jesse with hurtful eyes. What will Jesse want to do as a result? ","[""Tell Riley they're sorry for what they said"", 'Tell Riley they are sorry for the painting', 'Apologize to Riley for the painting']",0," After Jesse mercilessly ripped apart Riley's latest masterpiece, Riley gazed at Jesse with piercing eyes, clearly wounded by the harsh words.  What will Jesse want to do as a result? ","[""Tell Riley they're sorry for what they said"", 'Tell Riley they are sorry for the painting', 'Apologize to Riley for the painting']",2,0
1236, Aubrey was taking a test and had an answer sheet hidden on her desk. How would Aubrey feel as a result? ,"['Proud of self', 'Worried about it', 'A cheater']",1," Aubrey was taking her time with the test and had a helpful answer sheet placed inconspicuously on her desk, just in case she needed it. 😊  How would Aubrey feel as a result? ","['Proud of self', 'Worried about it', 'A cheater']",1,1
1237, Ash gave up on the test he was taking in math. What will Ash want to do next? ,"['Think about math more', 'Forget the test', 'Take another math class']",1, Ash abandoned the math test he was attempting.  What will Ash want to do next? ,"['Think about math more', 'Forget the test', 'Take another math class']",0,1
1238, Bailey embarrassed their girlfriend infront of all her friends by making a joke about her dress. What does Bailey need to do now? ,"['Make it up to her', 'Apologise', 'Continue to joke about their girlfriend']",1," Bailey caused quite the stir at the party by making a jest about his dear lady friend's attire, much to her chagrin and the amusement of their peers.  What does Bailey need to do now? ","['Make it up to her', 'Apologise', 'Continue to joke about their girlfriend']",1,1
1239, Robin went with Jan's friends to school when her own friends didn't show up. What will Robin do next? ,"['Thank their own friends', ""Be ungrateful to Jan's friends"", 'Ask her own friends why they were not there']",2, Robin joined Jan's social circle for a trip to school when her usual companions did not appear.  What will Robin do next? ,"['Thank their own friends', ""Be ungrateful to Jan's friends"", 'Ask her own friends why they were not there']",2,2
1240, Austin took them out for dinner and the others were pleased when he told them to pick something off of the dessert menu. What will happen to Others? ,"['The others will order dessert', 'The others will close their menue', 'Smiles']",0, Austin took his friends out for a nice dinner and kindly offered to let them select something from the dessert menu.  What will happen to Others? ,"['The others will order dessert', 'The others will close their menue', 'Smiles']",2,0
1241," Aubrey practiced a lot, tried out for the team and made the squad. What will Aubrey want to do next? ","['Practice so they can play', 'Should watch the team play to understand the sport', 'Do their best for her team']",2," Aubrey put in a tremendous amount of practice and gave it her all during tryouts, and we're delighted to say that she made the team! It's clear that her dedication and commitment to excellence have truly paid off.  What will Aubrey want to do next? ","['Practice so they can play', 'Should watch the team play to understand the sport', 'Do their best for her team']",2,2
1242, Jesse went to far when he yelled at his students and pondered over it all evening after school. How would Jesse feel afterwards? ,"['As a teacher who cares about their students', 'Regretful afterwards', 'Bad about their reaction']",0, Jesse was quite upset when he yelled at his students and reflected on his actions all evening after school.  How would Jesse feel afterwards? ,"['As a teacher who cares about their students', 'Regretful afterwards', 'Bad about their reaction']",0,1
1243, Robin went to school with Jan and went to her first class with her as well. What will Robin want to do next? ,"['Go home', 'Sleep', 'Work in class']",2," Robin escorted Jan to her initial lesson at school, making sure she had a smooth transition into her new educational environment. 🤓  What will Robin want to do next? ","['Go home', 'Sleep', 'Work in class']",2,2
1244, Alex needed help cleaning the kitchen and Aubrey was helpful and cleaned as well. How would you describe Aubrey? ,"['Loving', 'Proud', 'As someone who helps friends']",0," Alex was having a bit of trouble keeping the kitchen in order, so Aubrey stepped in and provided some much-needed assistance. With their combined efforts, the kitchen is now looking ship-shape!  How would you describe Aubrey? ","['Loving', 'Proud', 'As someone who helps friends']",2,2
1245, Addison had run away after being mistreated by their wicked stepmother. How would you describe Addison? ,"['Concerned for their safety', 'Free spirit', 'Giving roses to the stepmother']",0, Addison had run away after being cruelly treated by their stepfamily.  How would you describe Addison? ,"['Concerned for their safety', 'Free spirit', 'Giving roses to the stepmother']",0,0
1246, Aubrey helped Sasha move by bringing their big truck over to pack boxes into. What does Aubrey need to do before this? ,"['Help Sasha unpack things', 'Trade in their car', 'Have a big truck']",2, Aubrey was such a dear and brought their big truck over to help Sasha move by loading all their boxes into it. 🐴💕  What does Aubrey need to do before this? ,"['Help Sasha unpack things', 'Trade in their car', 'Have a big truck']",2,2
1247, Cameron rode Jan's motorcycle to work when their car would not start. How would Cameron feel afterwards? ,"['Angry at Jan', 'Happy and excited by the motorcycle', 'Hurt by the motorcycle']",1, Cameron and Jan resorted to riding Jan's motorcycle to work when their vehicle failed to start.  How would Cameron feel afterwards? ,"['Angry at Jan', 'Happy and excited by the motorcycle', 'Hurt by the motorcycle']",1,1
