idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets
1318, Robin's plane just landed so Cameron picked them up from the airport. How would Cameron feel afterwards? ,"['Friendly', 'Helpful', 'Like a taxi']",1," OMG, Robin just landed and Cameron totes picked them up from the airport!!  How would Cameron feel afterwards? ","['Friendly', 'Helpful', 'Like a taxi']",0,1
1319, Alex heard that smoking reduces one's lifespan. They gave up smoking cigarettes. Why did Alex do this? ,"['Start eating right', 'Get a date', 'Live a long life']",2," Alex heard that smoking can seriously shorten your life expectancy, so they decided to ditch cigarettes for good.  Why did Alex do this? ","['Start eating right', 'Get a date', 'Live a long life']",0,2
1320, Skylar was always assigned to watch the students are recess but today he and the students had recess in the gym. Why did Skylar do this? ,"['Read her assignments', 'Allow the students to play outside', 'Provide indoor activities for the students']",2," Skylar was always tasked with babysitting the kids during recess, but today he and the gang had a blast in the gym instead.  Why did Skylar do this? ","['Read her assignments', 'Allow the students to play outside', 'Provide indoor activities for the students']",2,2
1321, Sydney set Skylar near the edge of the Canyon so she could take a picture. What will Skylar want to do next? ,"['Sit still', 'Jump off', 'Go to the canyon']",2, Sydney totally posed Skylar near the edge of the Canyon so she could snap a sick pic!  What will Skylar want to do next? ,"['Sit still', 'Jump off', 'Go to the canyon']",2,0
1322, Ash accepted Alex's invitation to the wedding at the park. What will Alex want to do next? ,"['Accept it', 'Be friends with Ash', 'Become angry']",0, Ash totally tubed Alex's wedding invitation and is psyced to party at the park! 🎉💕  What will Alex want to do next? ,"['Accept it', 'Be friends with Ash', 'Become angry']",0,1
1323, Austin thought that they could settle it by challenging Remy to a game. Why is Remy playing the game? ,"['Come to an agreement', 'Invite their friends to witness the game and decide', 'Practice in preparation for the challenge game against Remy']",1," Austin was like, ""Let's settle this in a game against Remy!  Why is Remy playing the game? ","['Come to an agreement', 'Invite their friends to witness the game and decide', 'Practice in preparation for the challenge game against Remy']",1,2
1324, Jordon made light of my ailment of a broken ankle. Why did Jordan do this? ,"['Was jealous of my ankle', 'Was just making a joke', 'Wanted to hurt my feelings']",1, Jordon totally downplayed my seriously hurt ankle.  Why did Jordan do this? ,"['Was jealous of my ankle', 'Was just making a joke', 'Wanted to hurt my feelings']",1,1
1325," Bailey's parents were out of town, so Bailey stayed at a friend's house for the night. What will happen to Others? ","['Have fun', 'Miss her parents', 'Come back the next day']",2," Bailey's parents were away, so she crashed at her buddy's crib for the night.  What will happen to Others? ","['Have fun', 'Miss her parents', 'Come back the next day']",0,0
1326, Sash improved Jordan's status with the teacher when they told them what really happened. What does Sasha need to do before this? ,"['Want their friend to not be in trouble', 'Get appraisal from the teacher', 'Get approval from the teacher']",1, Sash boosted Jordan's reputation with their teacher when they set the record straight.  What does Sasha need to do before this? ,"['Want their friend to not be in trouble', 'Get appraisal from the teacher', 'Get approval from the teacher']",1,0
1327, Jordan tried to joke to his kids about their their car breaking down on a roadtrip. How would his children feel as a result? ,"['Hopeful that his kids get the joke', 'Ready to find help', 'Angry with their parents']",2," Jordan was totes joking with his kids about their car dying on their road trip - like, can you even imagine?!  How would his children feel as a result? ","['Hopeful that his kids get the joke', 'Ready to find help', 'Angry with their parents']",0,2
1328," Kendall passed away on the couch, so Cameron moved their body. How would Cameron feel afterwards? ","['Sad', 'Strong', 'Happy']",1," Kendall tragically kicked the bucket on the couch, so Cameron had to relocate their deceased bod.  How would Cameron feel afterwards? ","['Sad', 'Strong', 'Happy']",1,0
1329, remy was a kind person so he set up ash's tent. What will happen to Remy? ,"['Be harassed', 'Sleep in a tent', 'Be honored']",2," Remy was a total sweetheart, so he totally set up Ash's tent for her.  What will happen to Remy? ","['Be harassed', 'Sleep in a tent', 'Be honored']",2,1
1330, Taylor had to throw it away because it was spoiled. How would you describe Taylor? ,"['Sanitary', 'Clean', 'Dirty']",0, Taylor had to ditch it because it was all gross and expired.  How would you describe Taylor? ,"['Sanitary', 'Clean', 'Dirty']",2,0
1331, Aubrey went on a two week camping trip. Aubrey arrived at the campsite. What will Aubrey want to do next? ,"['Enjoy the outdoors for a couple weeks', 'Get away from the stress of everyday life', 'Build a fire']",0," Aubrey hit the road for a rad two-week camping adventure and showed up at the campsite, you know?  What will Aubrey want to do next? ","['Enjoy the outdoors for a couple weeks', 'Get away from the stress of everyday life', 'Build a fire']",2,0
1332, Bailey saved the money so that she could retire earlier than average. Why did Bailey do this? ,"['Own frivolous things', 'Keep adding money to the pot', 'Spend responsibly']",2, Bailey was super diligent about saving her cash so she could retire way before most people do! 💰👵  Why did Bailey do this? ,"['Own frivolous things', 'Keep adding money to the pot', 'Spend responsibly']",2,1
1333, Taylor answered the door after he heard the bell ring while he was in the shower. What does Taylor need to do before this? ,"['Ask who it is', 'Open the door', 'Get out of the shower']",0, Taylor responded to the door after hearing the ringing sound while he was getting ready in the shower.  What does Taylor need to do before this? ,"['Ask who it is', 'Open the door', 'Get out of the shower']",0,2
1334, It was a race to see who could finish their homework first. Others would wonder how she finished so fast? ,"['She didnt really do the homework', 'Lied about finishing first', 'Very smart']",2, It was a mad dash to see who could complete their homework first.  Others would wonder how she finished so fast? ,"['She didnt really do the homework', 'Lied about finishing first', 'Very smart']",2,2
1335, Lee decided to pick up Taylor's friend and give them a ride. What's going to happen to Lee? ,"[""Be gratified for giving Taylor's friend a ride"", 'Want to argue with Taylor for helping thei friend', ""Be highly upset for helping about Taylor's friend""]",0, Lee totally fetched Taylor's homie and gave them a lift.  What's going to happen to Lee? ,"[""Be gratified for giving Taylor's friend a ride"", 'Want to argue with Taylor for helping thei friend', ""Be highly upset for helping about Taylor's friend""]",0,0
1336, Robin had a very sweet tooth and loved to eat sweet things. What does Robin need to do before this? ,"['Bought nothing', 'Went to the shop', 'Went to bed']",1, Robin was totally obsessed with sugary treats and couldn't get enough of them!  What does Robin need to do before this? ,"['Bought nothing', 'Went to the shop', 'Went to bed']",1,1
1337, Lee challenged a bully to a fight when he had had enough. What will Others want to do next? ,"['Ignore it', 'Watch it', 'Scare the bully off']",2, Lee stood up to a bully and dared him to a fight after he had reached his limit.  What will Others want to do next? ,"['Ignore it', 'Watch it', 'Scare the bully off']",2,1
1338," Carson tried to fight Robin, but Robin refused to fight. What will happen to Robin? ","['Fight alone', 'Be alone', 'Good about themselves']",1," Carson was all like ""I wanna battle Robin!"" but Robin was like ""Uh-uh, no way.  What will happen to Robin? ","['Fight alone', 'Be alone', 'Good about themselves']",1,2
1339, Aubrey was taking a test and thought hard about the answers. What does Aubrey need to do before this? ,"['Study for the test', 'Do her best', 'Read the test questions']",2, Aubrey was totally focused on that test and was really thinking hard about the answers! 🤔  What does Aubrey need to do before this? ,"['Study for the test', 'Do her best', 'Read the test questions']",1,2
1340, Addison kept Remy up at night with her constant singing. What will Addison want to do next? ,"['Write a book', 'Audition for a musical', 'Sing to Remy']",2, Addison totally kept Remy awake all night with her non-stop singing! 😴  What will Addison want to do next? ,"['Write a book', 'Audition for a musical', 'Sing to Remy']",2,1
