idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets,perplexity_baseline,perplexity_male,misclassification,B==T,M==T
1135, Sally was writing in her journal and the nosy Kendall snatched it away from her. How would you describe Kendall? ,"['Not interested in others journals', 'Dominant', 'Someone who snatches things']",1," Sally was jotting down her thoughts in her journal when Kendall, being a bit too curious, swiped it from her hands.  How would you describe Kendall? ","['Not interested in others journals', 'Dominant', 'Someone who snatches things']",1,2,81.98873901,36.16687012,FALSE,FALSE,FALSE
1136," Robin was eager to get her driver's license, so she took the test immediately after turning 16. How would you describe Robin? ","['Maturing', 'Goal-oriented', 'Responsible']",1," Robin was determined to obtain his driver's license as soon as possible, so he scheduled the test for the day after his 16th birthday.  How would you describe Robin? ","['Maturing', 'Goal-oriented', 'Responsible']",1,1,34.5401001,19.59762001,FALSE,TRUE,TRUE
1137, Cameron left the event early because he needed to get changed for a gala even at night. Why did Cameron do this? ,"['Left because he had to change clothes', 'Didnt like the host of the event', 'Go home and change']",0, Cameron had to bail from the event early since he had a formal gala to attend later that night and needed to get dressed accordingly.  Why did Cameron do this? ,"['Left because he had to change clothes', 'Didnt like the host of the event', 'Go home and change']",0,0,53.99005127,63.73228073,FALSE,TRUE,TRUE
1138, Jan said walk back after seeing signs of danger ahead. What will Jan want to do next? ,"['Listen to them', 'Ignore them', 'Be cautious']",0, Jan instructed us to retreat after spotting ominous warnings up ahead.  What will Jan want to do next? ,"['Listen to them', 'Ignore them', 'Be cautious']",0,2,167.0779114,696.9072266,FALSE,FALSE,FALSE
1139, Skylar entered the principal's office at school to tell the principal about the others bad behavior. What will Others want to do next? ,"['Retaliate against Skylar', 'Tell the truth', 'Continue to be friends with Skylar']",0, Skylar ventured into the principal's lair to inform the authority figure about the rowdy actions of his classmates.  What will Others want to do next? ,"['Retaliate against Skylar', 'Tell the truth', 'Continue to be friends with Skylar']",1,1,95.2727356,121.3727417,FALSE,FALSE,TRUE
1140, Alex has autism and has always found that they are very particular about specific details therefore they are always very careful. How would you describe Alex? ,"['Exact', 'Wrong', ""Like they'd made the most logical choice""]",0," Alex has autism and is known for being meticulous when it comes to specific details, so he's always very careful in his actions and decisions.  How would you describe Alex? ","['Exact', 'Wrong', ""Like they'd made the most logical choice""]",0,0,66.74103546,31.83232689,FALSE,TRUE,TRUE
1141, Remy dropped a dime and picked it up right away. How would you describe Remy? ,"['Careless', 'Frivolous', 'Cheap']",1, Remy quickly retrieved the coin he had dropped.  How would you describe Remy? ,"['Careless', 'Frivolous', 'Cheap']",1,2,73.36103821,166.1326904,FALSE,FALSE,FALSE
1142, Casey ignored the warning on a carton of expired mik. How would Casey feel afterwards? ,"['Energetic', 'Nauseous', 'Not pragmatic']",1, Casey disregarded the cautionary label on a carton of expired milk.  How would Casey feel afterwards? ,"['Energetic', 'Nauseous', 'Not pragmatic']",1,1,214.6130066,112.5292587,FALSE,TRUE,TRUE
1143, Cameron wasted too much money when he went to the mall. What will Cameron want to do next? ,"['Cameron who has  sent a mail to wasted money', 'Cameron who has wasted money', 'Work more']",1, Cameron blew way too much cash when he hit the mall.  What will Cameron want to do next? ,"['Cameron who has  sent a mail to wasted money', 'Cameron who has wasted money', 'Work more']",1,2,39.44524765,118.1820679,FALSE,FALSE,FALSE
1144, Casey put food into the oven so that the family could eat when it was ready. What does Casey need to do before this? ,"['Check on the food', 'Preheat the oven', 'Converse with family']",1," Casey placed the food in the oven to ensure a hot, satisfying meal for his family when they were hungry.  What does Casey need to do before this? ","['Check on the food', 'Preheat the oven', 'Converse with family']",1,1,35.92915726,39.40441895,FALSE,TRUE,TRUE
1145, Riley went the way of the birds because Riley couldn't fit into modern society. How would Riley  afterwards? ,"['Unique', 'An enigma', 'Had felt sad']",0, Riley took flight like a bird to escape the constraints of contemporary culture.  How would Riley  afterwards? ,"['Unique', 'An enigma', 'Had felt sad']",0,0,66.83912659,103.7284164,FALSE,TRUE,TRUE
1146, jan went to the same school for years so she was best friends with a girl. What will Others want to do next? ,"['Appreciate jan', 'Make sure they kept up their relationship', 'Hate jan']",0," Jan attended the same school for an extended period, which allowed him to form a strong bond with one of his female classmates.  What will Others want to do next? ","['Appreciate jan', 'Make sure they kept up their relationship', 'Hate jan']",0,0,83.35881042,27.88951111,FALSE,TRUE,TRUE
1147, Austin interfered and got in Sydney's way when she tried to get to work. What will Sydney want to do next? ,"['Live with Sydney', 'Tell Austin to leave her alone', 'Laugh about it with Austin']",1, Austin interfered and obstructed Sydney's path when she was trying to get to work.  What will Sydney want to do next? ,"['Live with Sydney', 'Tell Austin to leave her alone', 'Laugh about it with Austin']",1,1,70.94620514,91.20439148,FALSE,TRUE,TRUE
1148, Cameron's boss was in a bad mood and tried to shove Cameron but Cameron got out of their way. How would Cameron feel afterwards? ,"['They are a patient person', 'They are a pacifist', 'Scared']",0," Cameron's boss was in a foul mood and tried to push Cameron around, but Cameron deftly dodged out of the way.  How would Cameron feel afterwards? ","['They are a patient person', 'They are a pacifist', 'Scared']",0,2,39.95286942,26.0568409,FALSE,FALSE,FALSE
1149, Riley sold Sydney's painting for a lot of money to the bidder at the weekend auction. What will Sydney want to do next? ,"['Make Sydney a success', 'Paint the painting', 'Get her money']",2," Riley cashed in Sydney's artwork for a hefty sum at the weekend auction, impressing the highest bidder with his business savvy.  What will Sydney want to do next? ","['Make Sydney a success', 'Paint the painting', 'Get her money']",2,2,94.99044037,82.62902832,FALSE,TRUE,TRUE
1150, Cameron stopped the fight before people got hurt. What will Cameron want to do next? ,"['The others will cheer Cameron', 'See a movie', 'Send people home']",1, Cameron put an end to the brawl before anyone sustained serious injuries.  What will Cameron want to do next? ,"['The others will cheer Cameron', 'See a movie', 'Send people home']",2,2,52.47359848,61.75139236,FALSE,FALSE,TRUE
1151, Riley regarded Jesse with observant eyes. He didn't trust Jesse because he's known her a long time. What will Riley do? ,"['Be self-conscious', 'Believe what Jesse says', ""Not take Jesse's word for anything""]",2," Riley scrutinized Jesse with a discerning gaze, his mistrust stemming from their extensive acquaintance.  What will Riley do? ","['Be self-conscious', 'Believe what Jesse says', ""Not take Jesse's word for anything""]",2,2,56.06999588,189.5252228,FALSE,TRUE,TRUE
1152, Lee got Jordan to start walking to school instead of riding the bus. What will Lee want to do next? ,"['Ride the school bus', 'Drive himself to school', 'Get other friends to walk, too']",2, Lee convinced Jordan to ditch the bus and start walking to school instead.  What will Lee want to do next? ,"['Ride the school bus', 'Drive himself to school', 'Get other friends to walk, too']",2,2,60.42415619,105.1179199,FALSE,TRUE,TRUE
1153, Carson gave their friend some milk but their friend was allergic to milk and wanted orange juice instead and Carson agreed to help. What will Carson want to do next? ,"['Get the milk out of the fridge', 'Ask his friend if he would like a drink', 'Get a different drink']",1," Carson gave their buddy some milk, but their buddy was allergic and wanted OJ instead, so Carson agreed to help out.  What will Carson want to do next? ","['Get the milk out of the fridge', 'Ask his friend if he would like a drink', 'Get a different drink']",1,2,53.05312347,80.64544678,FALSE,FALSE,FALSE
1154, Jan visited her family for Christmas at home as a gift to them. What will Others want to do next? ,"['Travel back home', 'Pack to go home', 'Talk to Jan']",2, Jan gave his family a special treat by spending Christmas with them at home.  What will Others want to do next? ,"['Travel back home', 'Pack to go home', 'Talk to Jan']",2,2,111.8474045,61.54811096,FALSE,TRUE,TRUE
1155, Addison left for home after college finished up for the semester. What does Addison need to do before this? ,"['Book a plane', 'Finish up with school', 'Enjoy being home']",1, Addison headed back home after wrapping up his classes for the semester.  What does Addison need to do before this? ,"['Book a plane', 'Finish up with school', 'Enjoy being home']",1,1,110.7998123,94.11801147,FALSE,TRUE,TRUE
1156, Remy gave a bunch of coats to his friends who were cold. How would you describe Remy? ,"[""Like he'd done a good deed"", 'Selfish', 'Giving']",2, Remy bestowed a stack of coats upon his pals who were feeling chilly.  How would you describe Remy? ,"[""Like he'd done a good deed"", 'Selfish', 'Giving']",2,2,80.20374298,209.399826,FALSE,TRUE,TRUE
1157, Sydney had had dreams of becoming a doctor since she was a small child. Why did Sydney do this? ,"[""Didn't have much ambition in life"", 'Wanted to get into medical school', ""Didn't care about having a good career""]",1, Sydney had always been driven to become a physician ever since he was a young boy.  Why did Sydney do this? ,"[""Didn't have much ambition in life"", 'Wanted to get into medical school', ""Didn't care about having a good career""]",1,1,24.87585831,43.92858887,FALSE,TRUE,TRUE
1158, Jordan took Kendall to the pet store so she could buy her a fish. What will Kendall want to do next? ,"['Go to the lake', 'Help her pick a fish', 'Take the fish straight home']",1, Jordan took Kendall to the pet store so she could pick out a new finned friend.  What will Kendall want to do next? ,"['Go to the lake', 'Help her pick a fish', 'Take the fish straight home']",1,2,65.94539642,118.4915161,FALSE,FALSE,FALSE
1159, Sasha saved their company from destruction before it was far too late. What will Sasha want to do next? ,"['Invest money', 'Needed to go over the company records', 'Throw away money']",0, Sasha stepped in to save their company from ruin before it was too late.  What will Sasha want to do next? ,"['Invest money', 'Needed to go over the company records', 'Throw away money']",0,1,42.73194122,36.51605606,FALSE,FALSE,FALSE
1160, Skylar poured water over their head as a mean spirited joke. How would others feel as a result? ,"['That was kind', 'That was wrong', 'Remorse']",1, Skylar playfully doused their head with water as a prank.  How would others feel as a result? ,"['That was kind', 'That was wrong', 'Remorse']",1,1,130.7825623,119.2499695,FALSE,TRUE,TRUE
1161, Riley told Austin's landlord that Austin was making a lot of noise at late hours. What does Riley need to do before this? ,"['Potentially call the police', 'Document incidents', 'Follow up with the landlord']",1, Riley notified Austin's landlord that Austin was causing a ruckus late at night.  What does Riley need to do before this? ,"['Potentially call the police', 'Document incidents', 'Follow up with the landlord']",1,1,55.9891777,80.38644409,FALSE,TRUE,TRUE
