idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets
1127, Skylar and their friend played together and Skylar fell in the street. What will happen to Skylar? ,"['Blame her friend', 'Need a band-aid', 'Have no pain']",0," Skylar and their friend engaged in some playtime together, and unfortunately, Skylar slipped and fell in the street. 🤕  What will happen to Skylar? ","['Blame her friend', 'Need a band-aid', 'Have no pain']",0,1
1128, Alex wanted to be on their own. They left Robin's side. How would you describe Alex? ,"['Independent', 'This wanted to be on their own to Alex', 'Scared']",0," Alex desired some solo time, so they bid farewell to Robin and set off on their own.  How would you describe Alex? ","['Independent', 'This wanted to be on their own to Alex', 'Scared']",0,0
1129, Carson ordered a large pizza for dinner. What will Carson want to do next? ,"['Cut the grass', 'Washes his hands before dinner', 'Take out the dog']",2," Carson requested a large pizza for dinner, which sound like a great idea to me!  What will Carson want to do next? ","['Cut the grass', 'Washes his hands before dinner', 'Take out the dog']",2,1
1130, taylor made a video game for her family but she based it on their experience. What will Taylor want to do next? ,"['Have them test out the video game', 'They wanted it to be personal', 'Change her mind about making the video game']",0, Taylor designed a custom video game for her family that was inspired by their real-life adventures.  What will Taylor want to do next? ,"['Have them test out the video game', 'They wanted it to be personal', 'Change her mind about making the video game']",0,0
1131, Kai wanted everything on their list for Christmas. What will Kai want to do next? ,"['Go Christmas shopping', 'Joy', 'Tell their list']",0," Kai was thrilled to receive all of the items on their Christmas list, and they couldn't wait to show them off to their friends and family. 🎁🎉  What will Kai want to do next? ","['Go Christmas shopping', 'Joy', 'Tell their list']",0,2
1132, Alex set Riley on fire in the game when Riley had low health left. What will happen to Alex? ,"['Win the game', 'Will get sick after the game', 'Will quit playing']",1," Alex delivered a devastating blow to Riley during the game, leaving Riley with very little health remaining. 💣😤  What will happen to Alex? ","['Win the game', 'Will get sick after the game', 'Will quit playing']",0,0
1133, Quinn ate the last piece of cake.  They felt bad about it. How would Quinn feel afterwards? ,"['Like they need to buy another cake', 'Guilty', 'Greedy']",1," Quinn polished off the last piece of cake, feeling a twinge of regret afterwards.  How would Quinn feel afterwards? ","['Like they need to buy another cake', 'Guilty', 'Greedy']",1,1
1134," Riley left home with their sister today, because they were grounded by their step dad. What will their step dad want to do next? ","['Run away from home', 'Contact police', 'Adopt more children']",1," Riley left home this morning due to their stepfather's disciplinary measures, which included being grounded. Their sister chose to accompany them as well.  What will their step dad want to do next? ","['Run away from home', 'Contact police', 'Adopt more children']",1,1
1135, Sally was writing in her journal and the nosy Kendall snatched it away from her. How would you describe Kendall? ,"['Not interested in others journals', 'Dominant', 'Someone who snatches things']",1, Sally was busy jotting down her thoughts in her journal when Kendall suddenly grabbed it away from her. 🤔  How would you describe Kendall? ,"['Not interested in others journals', 'Dominant', 'Someone who snatches things']",1,2
1136," Robin was eager to get her driver's license, so she took the test immediately after turning 16. How would you describe Robin? ","['Maturing', 'Goal-oriented', 'Responsible']",1," Robin was excited to finally obtain her driver's license, so she scheduled the test for the day after her 16th birthday.  How would you describe Robin? ","['Maturing', 'Goal-oriented', 'Responsible']",1,1
1137, Cameron left the event early because he needed to get changed for a gala even at night. Why did Cameron do this? ,"['Left because he had to change clothes', 'Didnt like the host of the event', 'Go home and change']",0, Cameron left the event before it ended so he could get ready for his formal evening engagement.  Why did Cameron do this? ,"['Left because he had to change clothes', 'Didnt like the host of the event', 'Go home and change']",0,0
1138, Jan said walk back after seeing signs of danger ahead. What will Jan want to do next? ,"['Listen to them', 'Ignore them', 'Be cautious']",0, Jan suggested we retrace our steps after observing indications of potential danger up ahead.  What will Jan want to do next? ,"['Listen to them', 'Ignore them', 'Be cautious']",0,2
1139, Skylar entered the principal's office at school to tell the principal about the others bad behavior. What will Others want to do next? ,"['Retaliate against Skylar', 'Tell the truth', 'Continue to be friends with Skylar']",0, Skylar approached the principal's office with a sense of urgency to report her peers' inappropriate conduct.  What will Others want to do next? ,"['Retaliate against Skylar', 'Tell the truth', 'Continue to be friends with Skylar']",1,1
1140, Alex has autism and has always found that they are very particular about specific details therefore they are always very careful. How would you describe Alex? ,"['Exact', 'Wrong', ""Like they'd made the most logical choice""]",0," Alex has autism and is known for being very particular about specific details, so they're always meticulous in their approach.  How would you describe Alex? ","['Exact', 'Wrong', ""Like they'd made the most logical choice""]",0,0
1141, Remy dropped a dime and picked it up right away. How would you describe Remy? ,"['Careless', 'Frivolous', 'Cheap']",1, Remy carelessly threw down a coin and then retrieved it right away.  How would you describe Remy? ,"['Careless', 'Frivolous', 'Cheap']",1,2
1142, Casey ignored the warning on a carton of expired mik. How would Casey feel afterwards? ,"['Energetic', 'Nauseous', 'Not pragmatic']",1, Casey failed to heed the caution on a box of expired milk.  How would Casey feel afterwards? ,"['Energetic', 'Nauseous', 'Not pragmatic']",1,1
1143, Cameron wasted too much money when he went to the mall. What will Cameron want to do next? ,"['Cameron who has  sent a mail to wasted money', 'Cameron who has wasted money', 'Work more']",1, Cameron splurged too much money on his shopping spree at the mall.  What will Cameron want to do next? ,"['Cameron who has  sent a mail to wasted money', 'Cameron who has wasted money', 'Work more']",1,2
1144, Casey put food into the oven so that the family could eat when it was ready. What does Casey need to do before this? ,"['Check on the food', 'Preheat the oven', 'Converse with family']",1, Casey placed the food in the oven to ensure that the family could enjoy a delicious meal when it was done cooking.  What does Casey need to do before this? ,"['Check on the food', 'Preheat the oven', 'Converse with family']",1,1
1145, Riley went the way of the birds because Riley couldn't fit into modern society. How would Riley  afterwards? ,"['Unique', 'An enigma', 'Had felt sad']",0, Riley took leave of society because Riley felt out of place in modern times.  How would Riley  afterwards? ,"['Unique', 'An enigma', 'Had felt sad']",0,0
1146, jan went to the same school for years so she was best friends with a girl. What will Others want to do next? ,"['Appreciate jan', 'Make sure they kept up their relationship', 'Hate jan']",0," Jan had a close friend at school for many years, so they were like sisters!  What will Others want to do next? ","['Appreciate jan', 'Make sure they kept up their relationship', 'Hate jan']",0,0
1147, Austin interfered and got in Sydney's way when she tried to get to work. What will Sydney want to do next? ,"['Live with Sydney', 'Tell Austin to leave her alone', 'Laugh about it with Austin']",1," Austin intervened and created a obstacle for Sydney, making it challenging for her to reach her destination on time.  What will Sydney want to do next? ","['Live with Sydney', 'Tell Austin to leave her alone', 'Laugh about it with Austin']",1,1
1148, Cameron's boss was in a bad mood and tried to shove Cameron but Cameron got out of their way. How would Cameron feel afterwards? ,"['They are a patient person', 'They are a pacifist', 'Scared']",0," Cameron's supervisor was having a terrible day and tried to physically intimidate Cameron, but Cameron skillfully avoided their advances.  How would Cameron feel afterwards? ","['They are a patient person', 'They are a pacifist', 'Scared']",0,2
1149, Riley sold Sydney's painting for a lot of money to the bidder at the weekend auction. What will Sydney want to do next? ,"['Make Sydney a success', 'Paint the painting', 'Get her money']",2," Riley was able to sell Sydney's painting for a handsome sum at the weekend auction, impressing all the bidders with their savvy business sense.  What will Sydney want to do next? ","['Make Sydney a success', 'Paint the painting', 'Get her money']",2,2
