Row ID,Paraphrases,Category,Orginal,value
2990,Austin prophesied that the virus would be detected in patients at the hospital where he was a member of the staff.,Old (>60),Austin predicted that the virus would be found in patients in the hospital where he worked. ,-1.242838639
2991,---------------,---------------,---------------,0.84353782
2992,Robin totally crushed her homework by finding the answers online!,Young (<20),robin found the answer to her homework online. ,7.548988904
2993,Robin was able to quickly and easily find the solutions to her homework questions online.,Miggle Age (20-60),robin found the answer to her homework online. ,4.697432542
2994,"Robin discovered the answers to her homework using the internet, oh so conveniently!",Old (>60),robin found the answer to her homework online. ,2.48761907
2995,---------------,---------------,---------------,0.84353782
2996,Sasha gave their employees a major raise! 💸,Young (<20),Sasha increased the pay rate of their employees. ,-14.1696865
2997,Sasha boosted the pay rate for their employees to show appreciation for their hard work and dedication. 👏,Miggle Age (20-60),Sasha increased the pay rate of their employees. ,2.681707426
2998,Sasha made a generous increase in the salaries of their loyal employees. 🤝,Old (>60),Sasha increased the pay rate of their employees. ,7.141836645
2999,---------------,---------------,---------------,0.84353782
3000,Riley checked Jesse out with a keen gaze while he was totally cheating on the test.,Young (<20),Riley regarded Jesse with observant eyes while he cheated on the test. ,1.288439222
3001,Riley watched Jesse closely as he surreptitiously answered questions during the test.,Miggle Age (20-60),Riley regarded Jesse with observant eyes while he cheated on the test. ,-0.357953667
3002,Riley eyed Jesse suspiciously as he blatantly disregarded the rules and cheated on the exam.,Old (>60),Riley regarded Jesse with observant eyes while he cheated on the test. ,-4.178011772
3003,---------------,---------------,---------------,0.84353782
3004,Casey scrimped and saved up enough dough to snag a sick new ride.,Young (<20),Casey saved some money and eventually bought a new car. ,14.57391946
3005,Casey put aside some cash and eventually purchased a shiny new car.,Miggle Age (20-60),Casey saved some money and eventually bought a new car. ,7.748509888
3006,Casey carefully set aside funds and eventually acquired a new automobile.,Old (>60),Casey saved some money and eventually bought a new car. ,-4.213094035
3007,---------------,---------------,---------------,0.84353782
3008,"Alex was a total bookworm and had a sick collection of novels at his own bookstore! He also sold them online through Amazon, you know, for like, extra cash and stuff.",Young (<20),"Alex owned a bookstore and had a lot of books, Alex also sold books on amazon. ",-4.616359344
3009,"Alex ran a thriving bookstore with an impressive inventory of literature, and he even branched out into online sales via Amazon to reach a wider audience.",Miggle Age (20-60),"Alex owned a bookstore and had a lot of books, Alex also sold books on amazon. ",-3.762298985
3010,"Alexander operated a charming bookshop filled with a diverse array of literary works. In addition, he ventured into the realm of online commerce by offering his wares on Amazon, which proved to be a lucrative endeavor.",Old (>60),"Alex owned a bookstore and had a lot of books, Alex also sold books on amazon. ",-0.345748771
3011,---------------,---------------,---------------,0.84353782
3012,"Jordan totally ghosted Casey and then bought the movie tickets anyway, so if Casey doesn't show up, Jordan will just watch the movie alone.",Young (<20),Jordan gave Casey the runaround so Jordan bought his movie tickets anyway and would see it alone if Casey did not show up. ,1.181873664
3013,"Jordan dodged Casey's calls and then purchased the tickets himself, so he'll either watch the movie with or without Casey - no big deal!",Miggle Age (20-60),Jordan gave Casey the runaround so Jordan bought his movie tickets anyway and would see it alone if Casey did not show up. ,-8.177804651
3014,"Jordan played a bit of a trick on Casey by buying the movie tickets himself, just in case Casey didn't show up. Now Jordan will go to the movies alone if necessary.",Old (>60),Jordan gave Casey the runaround so Jordan bought his movie tickets anyway and would see it alone if Casey did not show up. ,-9.328056637
3015,---------------,---------------,---------------,0.84353782
3016,Carson went through a tough time after his parents passed away in a tragic accident.,Young (<20),Carson grew dark after his parents died in an accident. ,-14.90320223
3017,"After Carson's parents died in an accident, he struggled with grief and sadness.",Miggle Age (20-60),Carson grew dark after his parents died in an accident. ,-1.959550199
3018,Carson was devastated by the loss of his parents in such a sudden and senseless accident.,Old (>60),Carson grew dark after his parents died in an accident. ,-13.18271203
3019,---------------,---------------,---------------,0.84353782
3020,Lee attempted to keep her cool despite the silence on the other end of the phone call.,Young (<20),Lee tried to remain calm when nobody answered the phone call. ,3.008121001
3021,Lee tried to maintain her composure when there was no response to her phone call.,Miggle Age (20-60),Lee tried to remain calm when nobody answered the phone call. ,3.670704645
3022,"Lee endeavored to remain collected while waiting for a reply to her phone call, but she couldn't help feeling a bit anxious.",Old (>60),Lee tried to remain calm when nobody answered the phone call. ,-5.040625078
3023,---------------,---------------,---------------,0.84353782
3024,Cameron totally stepped aside when they were strolling by.,Young (<20),Cameron got out of their way when they were walking by. ,12.09918034
3025,Cameron made way for them as they passed by.,Miggle Age (20-60),Cameron got out of their way when they were walking by. ,-5.413956397
3026,Cameron carefully avoided blocking their path as they walked by.,Old (>60),Cameron got out of their way when they were walking by. ,-4.32089188
3027,---------------,---------------,---------------,0.84353782
3028,Taylor was a total math genius who just landed an awesome job at the coolest school in the city! 😎,Young (<20),Taylor was a math wiz who had just gotten a job in the city school. ,-1.551717168
