Row ID,Paraphrases,Category,Orginal
3820,Jordan was totally stoked about photography and was dying to get his hands on some fresh new gear!,Young (<20),Jordan loved photography and wanted to get a new equipment. 
3821,Jordan had a passion for photography and wanted to invest in some top-notch equipment to enhance his skills.,Miggle Age (20-60),Jordan loved photography and wanted to get a new equipment. 
3822,Jordan had an avid interest in photography and was looking to acquire some new tools to further his hobby.,Old (>60),Jordan loved photography and wanted to get a new equipment. 
3823,---------------,---------------,---------------
3824,Kai totally lit a fire and it got crazy out of control!,Young (<20),Kai lit a fire and it blew up. 
3825,Kai accidentally set off a blaze that quickly got out of hand.,Miggle Age (20-60),Kai lit a fire and it blew up. 
3826,Kai ignited a fire that escalated into a chaotic situation.,Old (>60),Kai lit a fire and it blew up. 
3827,---------------,---------------,---------------
3828,"Cameron swooped in like a knight in shining armor and whisked Robin away from the airport, stashing her bags in the trunk before taking her home in style.",Young (<20),"Cameron picked Robin up from the airport, put her luggage in the trunk, and took her home. "
3829,"Cameron kindly offered to pick up Robin from the airport and transport her belongings to her house, ensuring a safe and comfortable ride.",Miggle Age (20-60),"Cameron picked Robin up from the airport, put her luggage in the trunk, and took her home. "
3830,"Cameron gallantly escorted Robin from the airport, carefully storing her luggage in the trunk before transporting her safely home.",Old (>60),"Cameron picked Robin up from the airport, put her luggage in the trunk, and took her home. "
3831,---------------,---------------,---------------
3832,"Cameron was all like 'I'm totes serious about Kai's factory complaints, you guys!' and took them super seriously.",Young (<20),Cameron took Kai's complaints of dangerous working conditions in the factory seriously. 
3833,Cameron gave Kai's concerns about the working conditions in the factory his full attention and took them seriously.,Miggle Age (20-60),Cameron took Kai's complaints of dangerous working conditions in the factory seriously. 
3834,Cameron listened carefully to Kai's grievances regarding the hazardous conditions at the factory and gave them due consideration.,Old (>60),Cameron took Kai's complaints of dangerous working conditions in the factory seriously. 
3835,---------------,---------------,---------------
3836,"Remy totally slayed this story and typed it up on his computer that night, you know? Like, he was so on top of it!",Young (<20),Remy took this story into account and typed it into the computer that night. 
3837,"Remy carefully considered the story and inputted it into his computer later that evening, ensuring accuracy and attention to detail.",Miggle Age (20-60),Remy took this story into account and typed it into the computer that night. 
3838,"Remy meticulously transcribed the tale into his computer after a thorough review, diligently working through the night to ensure its accuracy.",Old (>60),Remy took this story into account and typed it into the computer that night. 
3839,---------------,---------------,---------------
3840,"Kai was totes saving up for a sick new car because their old one bit the dust, you know? Like, Kai saved all their dolla dolla bills.",Young (<20),"Kai was saving for a car because theirs broke down, so Kai saved all their money. "
3841,"Kai had been setting aside money to buy a new car after their current one stopped running, so Kai's got some serious savings going on.",Miggle Age (20-60),"Kai was saving for a car because theirs broke down, so Kai saved all their money. "
3842,"Kai was putting aside funds for a shiny new automobile since their existing one gave out, so Kai has quite the stash of cash now.",Old (>60),"Kai was saving for a car because theirs broke down, so Kai saved all their money. "
3843,---------------,---------------,---------------
3844,"Aubrey totally kept mum about what went down last night with Riley - like, she didn't spill the tea or anything.",Young (<20),Aubrey never told Riley the truth about what happened last night. 
3845,"Aubrey failed to disclose the details of the situation to Riley, leaving them both in the dark.",Miggle Age (20-60),Aubrey never told Riley the truth about what happened last night. 
3846,"Aubrey declined to inform Riley of the facts surrounding the incident, choosing instead to keep the matter secret.",Old (>60),Aubrey never told Riley the truth about what happened last night. 
3847,---------------,---------------,---------------
3848,"Lee totally lost it when he found out Rob was hitting on his girlfriend, so he totally challenged him to a fight after school! 😡👊",Young (<20),Lee challenged Rob to a fight after school for hitting on his girlfriend. 
3849,"Lee became incensed when he discovered that Rob had the audacity to pursue his girlfriend, and he subsequently challenged Rob to a confrontation after school. 😤👊",Miggle Age (20-60),Lee challenged Rob to a fight after school for hitting on his girlfriend. 
3850,"Lee was absolutely livid when he found out that Rob had the nerve to try to court his girlfriend, so he decided to call him out to a fight after school. 😡👊",Old (>60),Lee challenged Rob to a fight after school for hitting on his girlfriend. 
3851,---------------,---------------,---------------
3852,Taylor gave his homie a fist bump after his homie slapped one in their game.,Young (<20),Taylor gave his friend a high five after his friend made a basket in their game. 
3853,Taylor gave his buddy a hearty high five after his buddy sank a basket in their game.,Miggle Age (20-60),Taylor gave his friend a high five after his friend made a basket in their game. 
3854,Taylor offered his companion a congratulatory pat on the back after his companion successfully scored a point for their team.,Old (>60),Taylor gave his friend a high five after his friend made a basket in their game. 
