Row ID,Paraphrases,Category,Orginal
5218,"Bailey had been feeling rather disgruntled for a spell, and one day she finally let out her irritation and communicated her feelings to the rest of the group.",Old,"Bailey had been feeling angry for a quite a while, one day she had enough and expressed her anger to the others. "
5219,---------------,---------------,---------------
5220,Austin was always down for a juicy steak feast when his homies took him out to eat at a sick restaurant.,Young,"Whenever he was treated by a friend at a restaurant, Austin always ate steak. "
5221,"When Austin went out to dinner with friends, he never passed up the opportunity to indulge in a delicious steak.",Middle Age,"Whenever he was treated by a friend at a restaurant, Austin always ate steak. "
5222,"Back in Austin's day, it was always a treat when someone bought him a meal at a nice restaurant. He never missed the chance to enjoy a hearty steak.",Old,"Whenever he was treated by a friend at a restaurant, Austin always ate steak. "
5223,---------------,---------------,---------------
5224,"The teacher dropped a quiz on Kendall's class and she was like, 'Yo, I got this!' Because she knew all the answers, duh!",Young,The teacher gave Kendall's class a quiz. Kendall knew everything that was asked. 
5225,"The teacher administered a quiz to Kendall's class, and fortunately for her, she was well-prepared and answered all the questions correctly.",Middle Age,The teacher gave Kendall's class a quiz. Kendall knew everything that was asked. 
5226,"Kendall's teacher gave the class a quiz, and as it turns out, Kendall knew everything that was asked. She must have studied hard!",Old,The teacher gave Kendall's class a quiz. Kendall knew everything that was asked. 
5227,---------------,---------------,---------------
5228,"Carson was totally planning to battle Robin last night, but then he chickened out at the last second. 😂",Young,Carson tried to fight Robin last night but decided not to. 
5229,"Carson made an attempt to confront Robin yesterday evening, but ultimately decided against it. 🤔",Middle Age,Carson tried to fight Robin last night but decided not to. 
5230,"Carson thought about engaging in a scuffle with Robin yesterday night, but eventually chose not to pursue it. 🙅‍♂️",Old,Carson tried to fight Robin last night but decided not to. 
5231,---------------,---------------,---------------
5232,"Exhausted after the long journey, Lee finally arrived at Jordan's final destination.",Young,"Weary from the trip, Lee finally reached Jordan's destination. "
5233,"Worn out from the travels, Lee finally reached Jordan's destination, relief washing over them.",Middle Age,"Weary from the trip, Lee finally reached Jordan's destination. "
5234,"Weary from the arduous trip, Lee finally made it to Jordan's place of destination, a sense of accomplishment and satisfaction in their hearts.",Old,"Weary from the trip, Lee finally reached Jordan's destination. "
5235,---------------,---------------,---------------
5236,Cameron was totally rebellious when he rode Jan's motorcycle after she told him not to! 😎,Young,Cameron rode Jan's motorcycle after being told that she couldn't. 
5237,"Cameron disregarded Jan's instructions and rode her motorcycle anyway, which was both bold and irresponsible. 🚨",Middle Age,Cameron rode Jan's motorcycle after being told that she couldn't. 
5238,"Oh my goodness, Cameron did something so reckless! He rode Jan's motorcycle despite being told not to, and it's just so dangerous! 😱",Old,Cameron rode Jan's motorcycle after being told that she couldn't. 
5239,---------------,---------------,---------------
5240,"Casey was totally blasting reggae tunes all night long and it was so annoying, like, why can't she just chill?",Young,Casey kept her neighbors up all night by loudly playing reggae music on the stereo. 
5241,"Casey's loud reggae music kept her neighbors awake throughout the night, causing a significant amount of inconvenience and frustration.",Middle Age,Casey kept her neighbors up all night by loudly playing reggae music on the stereo. 
5242,"Casey's choice of music was quite distasteful to her neighbors, who were unable to sleep due to the loud and disruptive reggae tunes she played throughout the night.",Old,Casey kept her neighbors up all night by loudly playing reggae music on the stereo. 
5243,---------------,---------------,---------------
5244,Quinn was totally devastated when they saw their pup get smashed by a car. They bawled their eyes out! 😭,Young,Quinn saw their dog get hit by a car. They cried their eyes out. 
5245,Quinn was heartbroken when they witnessed their dog being hit by a car. They shed plenty of tears. 😔,Middle Age,Quinn saw their dog get hit by a car. They cried their eyes out. 
5246,Quinn was absolutely devastated when they saw their beloved canine get struck by a vehicle. They wept uncontrollably. 😢,Old,Quinn saw their dog get hit by a car. They cried their eyes out. 
5247,---------------,---------------,---------------
5248,Aubrey popped vitamins like they were candy and spread the word about how they can keep you feeling fabulous.,Young,Aubrey took vitamins during those years and showed others how vitamins can keep on healthy. 
